OrgId,IncidentId,AlertId,Timestamp,DetectorId,AlertTitle,Category,MitreTechniques,Severity,IncidentGrade,ActionGrouped,DeviceId,AccountUpn,IpAddress,Sha256,Url
ORG-CORP-01,INC-NOISE-206,ALT-10106,2026-08-27 12:31:56,DET-568,High RAM Utilization Warning,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-31,corp\user_21,192.168.100.136,N/A,N/A
ORG-CORP-01,INC-NOISE-249,ALT-10107,2026-08-28 09:16:56,DET-887,Windows Event Log Service Cleared (Scheduled Test),DefenseEvasion,T1070.001,Medium,FalsePositive,Detected,DEV-WORKSTATION-05,corp\user_26,192.168.100.53,N/A,N/A
ORG-CORP-01,INC-NOISE-205,ALT-10108,2026-08-28 11:52:56,DET-760,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-30,corp\user_22,192.168.100.28,N/A,N/A
ORG-CORP-01,INC-NOISE-240,ALT-10109,2026-08-27 20:52:56,DET-485,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-14,corp\user_30,192.168.100.224,N/A,N/A
ORG-CORP-01,INC-NOISE-231,ALT-10110,2026-08-27 12:18:56,DET-769,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-02,corp\user_40,192.168.100.14,N/A,N/A
ORG-CORP-01,INC-NOISE-211,ALT-10111,2026-08-28 04:12:56,DET-318,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-34,corp\user_33,192.168.100.167,N/A,N/A
ORG-CORP-01,INC-NOISE-246,ALT-10112,2026-08-28 01:27:56,DET-159,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-06,corp\user_31,192.168.100.21,N/A,N/A
ORG-CORP-01,INC-NOISE-248,ALT-10113,2026-08-28 11:21:56,DET-565,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-15,corp\user_07,192.168.100.135,N/A,N/A
ORG-CORP-01,INC-NOISE-246,ALT-10114,2026-08-27 20:56:56,DET-827,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-31,corp\user_06,192.168.100.59,N/A,N/A
ORG-CORP-01,INC-NOISE-246,ALT-10115,2026-08-27 14:26:56,DET-702,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-23,corp\user_38,192.168.100.168,N/A,N/A
ORG-CORP-01,INC-NOISE-248,ALT-10116,2026-08-28 10:20:56,DET-470,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-19,corp\user_23,192.168.100.106,N/A,N/A
ORG-CORP-01,INC-NOISE-209,ALT-10117,2026-08-27 10:18:56,DET-333,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-26,corp\user_05,192.168.100.170,N/A,N/A
ORG-CORP-01,INC-NOISE-213,ALT-10118,2026-08-27 12:12:56,DET-851,Antivirus Signature Update Completed,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-31,corp\user_10,192.168.100.100,N/A,N/A
ORG-CORP-01,INC-NOISE-238,ALT-10119,2026-08-28 09:25:56,DET-635,Outdated Chrome Browser Version Detected,Vulnerability,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-20,corp\user_20,192.168.100.196,N/A,N/A
ORG-CORP-01,INC-NOISE-215,ALT-10120,2026-08-27 18:34:56,DET-342,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-25,corp\user_01,192.168.100.139,N/A,N/A
ORG-CORP-01,INC-NOISE-242,ALT-10121,2026-08-27 12:20:56,DET-142,PowerShell Execution Policy Check,Discovery,T1059.001,Informational,FalsePositive,Detected,DEV-WORKSTATION-30,corp\user_04,192.168.100.215,N/A,N/A
ORG-CORP-01,INC-NOISE-243,ALT-10122,2026-08-27 12:32:56,DET-885,USB Device Connected to Workstation,Policy,T1052.001,Low,BenignPositive,Detected,DEV-WORKSTATION-30,corp\user_33,192.168.100.212,N/A,N/A
ORG-CORP-01,INC-NOISE-222,ALT-10123,2026-08-28 04:30:56,DET-579,High RAM Utilization Warning,System,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-35,corp\user_03,192.168.100.117,N/A,N/A
ORG-CORP-01,INC-NOISE-231,ALT-10124,2026-08-28 02:59:56,DET-274,Minor DNS Resolution Timeout,Network,N/A,Informational,FalsePositive,Allowed,DEV-WORKSTATION-16,corp\user_03,192.168.100.66,N/A,N/A
ORG-CORP-01,INC-NOISE-244,ALT-10125,2026-08-27 19:55:56,DET-838,Certificate Near Expiration (Internal Root CA),System,N/A,Low,BenignPositive,Allowed,DEV-WORKSTATION-32,corp\user_23,192.168.100.119,N/A,N/A
